run,celltype,logFC,logCPM,LR,PValue,adj_pval,name,p_val_adj
AD_pathology_rand2,Mic,-0.918747722846899,9.68292890946215,19.2692159456073,1.13522015162388e-05,0.0145269326076577,LINGO1,0.0145269326076577
AD_pathology_rand2,Mic,-3.05487977352683,6.77281194555367,25.281199968415,4.95515001472768e-07,0.00109515894111217,TUBB1,0.00109515894111217
AD_pathology_rand2,Mic,-1.30928033756543,7.85890016125724,20.0758559621112,7.4430396903235e-06,0.0104682970044541,RPS28,0.0104682970044541
AD_pathology_rand3,Ex,-0.918270780441168,1.81146602532849,26.0457908323313,3.33414941974007e-07,0.00595179012917799,TPO,0.00595179012917799
AD_pathology_rand3,Mic,2.05600923915314,7.11051857276792,19.9033464584952,8.14576140807176e-06,0.0140025638604754,NEXN,0.0140025638604754
AD_pathology_rand3,Mic,2.63325520110161,6.69214271962115,18.2710982862969,1.91592046003737e-05,0.0269465503974892,SDPR,0.0269465503974892
AD_pathology_rand3,Mic,2.53036959384053,6.67685045913677,17.1782975014009,3.40301970345063e-05,0.0376057984514891,TMEM40,0.0376057984514891
AD_pathology_rand3,Mic,3.41963074864471,6.84961206469007,32.3933367400174,1.25917497246904e-08,4.87017399976714e-05,PF4,4.87017399976714e-05
AD_pathology_rand3,Mic,3.73632857639164,6.93443973355787,40.1568343411312,2.34370114793535e-10,3.62594004597077e-06,PPBP,3.62594004597077e-06
AD_pathology_rand3,Mic,2.64630353372772,6.78357915408248,19.2008378861274,1.17661734863757e-05,0.0182034470007718,ELOVL7,0.0182034470007718
AD_pathology_rand3,Mic,1.01329880566973,8.55573774525966,17.6660771246968,2.63280394975591e-05,0.0313323922359029,RNF144B,0.0313323922359029
AD_pathology_rand3,Mic,1.13625808331347,8.26176462072933,17.9705817760933,2.2434542492826e-05,0.0289237339088759,NAMPT,0.0289237339088759
AD_pathology_rand3,Mic,3.51206339736069,6.87344607786265,34.8238403421565,3.60926648225996e-09,2.79194808735219e-05,PKHD1L1,2.79194808735219e-05
AD_pathology_rand3,Mic,2.71816940864746,6.70781204582503,20.4701795974373,6.05675800972298e-06,0.011713012896053,FCN1,0.011713012896053
AD_pathology_rand3,Mic,2.87335938118418,6.99814522703699,28.7946835292136,8.04717068865968e-08,0.000248995555448508,ACRBP,0.000248995555448508
AD_pathology_rand3,Mic,3.46932105841977,6.86202543024514,33.5327568504119,7.00738465867823e-09,3.61370826848037e-05,CLEC1B,3.61370826848037e-05
AD_pathology_rand3,Mic,2.39558651570608,7.04989113777076,23.4828378394381,1.26033029847028e-06,0.00278551000680481,PDE3A,0.00278551000680481
AD_pathology_rand3,Mic,3.07889334582914,6.772917852185,25.5012285880005,4.42101304486487e-07,0.00113995821361841,TUBB1,0.00113995821361841
AD_pathology_rand4,Mic,-2.04658708380501,7.1105161540887,19.9497499870541,7.9504350472436e-06,0.0119617205754401,NEXN,0.0119617205754401
AD_pathology_rand4,Mic,-2.20851821915054,6.91115260291635,17.5297007960832,2.82854425028099e-05,0.0312574343543551,MEIS1,0.0312574343543551
AD_pathology_rand4,Mic,-2.60485607229177,6.69213436169112,18.0137362261438,2.19316724486034e-05,0.0261003772655649,SDPR,0.0261003772655649
AD_pathology_rand4,Mic,-3.38953336866715,6.84959839704136,32.0614364397944,1.49373157731473e-08,5.77738030815905e-05,PF4,5.77738030815905e-05
AD_pathology_rand4,Mic,-3.70602449878582,6.93442362597924,39.8577708849395,2.73145302909264e-10,4.22583098130922e-06,PPBP,4.22583098130922e-06
AD_pathology_rand4,Mic,-2.61247789244792,6.78356967084226,18.8424580594169,1.41971341477079e-05,0.0183036551999324,ELOVL7,0.0183036551999324
AD_pathology_rand4,Mic,-2.39863423550993,6.94450706807935,21.6445794285506,3.2813599588625e-06,0.00564065776928464,LRP12,0.00564065776928464
AD_pathology_rand4,Mic,-3.48203400626643,6.87343261080574,34.4645234718807,4.34091598385785e-09,3.35791555931324e-05,PKHD1L1,3.35791555931324e-05
AD_pathology_rand4,Mic,-2.57889053980091,6.99813051741315,24.4156901258266,7.76338354656994e-07,0.00150134133561229,ACRBP,0.00150134133561229
AD_pathology_rand4,Mic,-3.43915452335011,6.86201138650505,33.2037421352849,8.29906671620845e-09,4.2798287055487e-05,CLEC1B,4.2798287055487e-05
AD_pathology_rand4,Mic,-2.57892773336674,7.04988904336102,26.7360825369534,2.33225470898593e-07,0.000721646252054425,PDE3A,0.000721646252054425
AD_pathology_rand4,Mic,-3.04932351692417,6.77290664833729,25.1811467522539,5.21899072261095e-07,0.00115347150670734,TUBB1,0.00115347150670734
AD_pathology_rand4,Mic,1.43295108043929,7.75172094393504,19.8208750648162,8.50487533642566e-06,0.0119617205754401,UTY,0.0119617205754401
AD_pathology_rand4,Mic,1.85527499444632,7.50506574889372,25.8192862002774,3.74923385711865e-07,0.000966739950058045,NLGN4Y,0.000966739950058045
AD_pathology_rand4,Opc,0.980909673019003,6.17615923771446,21.3762663435291,3.77414382781822e-06,0.0330246696432885,LONRF1,0.0330246696432885
AD_pathology_rand4,Opc,0.978466736325595,6.15528693652295,19.6568818206353,9.26689594089908e-06,0.0380406078373907,PRMT7,0.0380406078373907
AD_pathology_rand4,Opc,1.66170443072177,6.66335037472945,21.25409864293,4.0224932574042e-06,0.0330246696432885,USP9Y,0.0330246696432885
AD_pathology_rand4,Opc,2.05283193925774,5.3191289696029,20.3313707820788,6.51240454096372e-06,0.0356445608542081,DDX3Y,0.0356445608542081
AD_pathology_rand5,In,-2.15151369721681,2.42619005740923,24.1622617923838,8.85505618343764e-07,0.0153139341636371,HK2,0.0153139341636371
AD_pathology_rand5,Mic,2.25723131324338,7.16976436772316,27.7312999463123,1.39389085298667e-07,0.000324716685832905,ISG15,0.000324716685832905
AD_pathology_rand5,Mic,-2.05442285470946,7.1104872469125,19.3008863142919,1.11654508379489e-05,0.0101612170537593,NEXN,0.0101612170537593
AD_pathology_rand5,Mic,-1.13867335271333,8.24424127339685,19.0962850098847,1.24286579656193e-05,0.0106824315214498,FCGR1A,0.0106824315214498
AD_pathology_rand5,Mic,-1.93763425022117,7.23607774848689,22.1184488601219,2.56334389448016e-06,0.00305057641473097,PLEKHA6,0.00305057641473097
AD_pathology_rand5,Mic,-2.7647360565222,7.03428685354022,27.6294969220737,1.4692112990953e-07,0.000324716685832905,LTBP1,0.000324716685832905
AD_pathology_rand5,Mic,-2.52550809678199,6.69203839483413,16.300116185349,5.40606367211094e-05,0.0363640048135775,SDPR,0.0363640048135775
AD_pathology_rand5,Mic,1.4227432114875,8.10569496271238,26.2869900021727,2.94264298768623e-07,0.000569070370781171,PTPRG,0.000569070370781171
AD_pathology_rand5,Mic,-3.31045339486093,6.84944128486905,29.164967549998,6.64702544389537e-08,0.000257090326606263,PF4,0.000257090326606263
AD_pathology_rand5,Mic,-3.6282651877405,6.93423834253014,36.3857672743961,1.61881032748484e-09,2.5044614576518e-05,PPBP,2.5044614576518e-05
AD_pathology_rand5,Mic,-0.925337901783469,9.87983324951819,19.8566248188709,8.34729480260438e-06,0.00807131236819327,RASGEF1B,0.00807131236819327
AD_pathology_rand5,Mic,-2.81896001501567,6.74371353532887,20.5596934793689,5.78003610318966e-06,0.00596152923682982,EGF,0.00596152923682982
AD_pathology_rand5,Mic,-1.27048766337667,8.81701478417737,28.4450516729379,9.6395828637992e-08,0.000298267972971675,SLC26A3,0.000298267972971675
AD_pathology_rand5,Mic,-0.967674769119042,9.14169044673202,18.6032807021468,1.60943341310987e-05,0.0131050233338015,VSIG4,0.0131050233338015
AD_pathology_rand5,Mic,-3.40242146144641,6.87327771122267,31.3438416456443,2.16143208062097e-08,0.000167197578596435,PKHD1L1,0.000167197578596435
AD_pathology_rand5,Mic,-2.53107745689993,6.69436864276598,17.2449294280565,3.28573269993721e-05,0.0231061684548766,CTNNAL1,0.0231061684548766
AD_pathology_rand5,Mic,-2.68931962171749,6.99796134867973,24.7870380292547,6.40265793531359e-07,0.00107767125318434,ACRBP,0.00107767125318434
AD_pathology_rand5,Mic,-3.36015464129544,6.86184993572238,30.21882820063,3.85944523355835e-08,0.000199031590694604,CLEC1B,0.000199031590694604
AD_pathology_rand5,Mic,-2.42563517580704,7.04986387401429,23.1071550889916,1.5321947399859e-06,0.00215496225657472,PDE3A,0.00215496225657472
AD_pathology_rand5,Mic,-0.978154718861591,9.6830751167544,21.7714093810511,3.07143170704138e-06,0.0033941514242598,LINGO1,0.0033941514242598
AD_pathology_rand5,Mic,-3.01966370936712,6.78573068871713,24.6245811931578,6.96575045688279e-07,0.00107767125318434,FAM65C,0.00107767125318434
AD_pathology_rand5,Mic,-2.96926621492824,6.7727779313328,22.8428760249056,1.75799731586174e-06,0.00226649803947475,TUBB1,0.00226649803947475
AD_pathology_rand5,Mic,-1.23246184513532,7.85904877217925,17.4410833267864,2.96351107069561e-05,0.0218326094165389,RPS28,0.0218326094165389
AD_pathology_rand5,Mic,-2.39024694330046,6.67016381644871,15.8409825754366,6.88940547088358e-05,0.0444108300166833,KCNJ14,0.0444108300166833
AD_pathology_rand5,Mic,1.47148997177591,7.47247661850309,18.3031230220102,1.88398062719267e-05,0.0145735321416489,MX1,0.0145735321416489
AD_pathology_rand5,Opc,-2.61748728642157,4.79862883988602,22.8517391379733,1.74990916160791e-06,0.028733508433602,CFAP53,0.028733508433602
AD_pathology_rand5,Ast,-1.28354915213435,6.30674045447854,33.1672478639863,8.4562941542706e-09,0.000140146163018727,RUNX1,0.000140146163018727
AD_pathology_rand6,Oli,2.73002378695156,2.76472004610411,23.4351613028534,1.29195410937927e-06,0.021985183079307,CXCL16,0.021985183079307
AD_pathology_rand6,In,3.2161885553578,4.18818655451945,20.9234008083451,4.7801928353978e-06,0.0413343274476848,EGR1,0.0413343274476848
AD_pathology_rand6,In,3.93235617537931,3.91802483997307,21.4823651189415,3.57097573290052e-06,0.0413343274476848,FOS,0.0413343274476848
AD_pathology_rand6,Mic,1.68721174902983,7.42821804981452,21.3362622482687,3.853724201038e-06,0.00596209671142589,RGS18,0.00596209671142589
AD_pathology_rand6,Mic,2.50187081249546,7.03437958950678,25.1924257839533,5.1885570067193e-07,0.00107620838029414,LTBP1,0.00107620838029414
AD_pathology_rand6,Mic,2.2728951203763,6.91115264729027,18.4154538927825,1.77611669646838e-05,0.0249802740100566,MEIS1,0.0249802740100566
AD_pathology_rand6,Mic,-1.50870555097726,9.24933644150317,39.501617902266,3.27787734479743e-10,2.53560202006805e-06,TMEM163,2.53560202006805e-06
AD_pathology_rand6,Mic,2.60689799185228,6.69213440457097,18.0784008512523,2.11992650499862e-05,0.0273311524656948,SDPR,0.0273311524656948
AD_pathology_rand6,Mic,2.5045715104076,6.67684368604391,16.9454590760964,3.84692262593152e-05,0.0457813384198358,TMEM40,0.0457813384198358
AD_pathology_rand6,Mic,3.39304993768959,6.84959846716879,32.1705690795688,1.41213724685236e-08,5.46179383651321e-05,PF4,5.46179383651321e-05
AD_pathology_rand6,Mic,3.71010043430234,6.93442370863015,40.0047274653116,2.53348965808025e-10,2.53560202006805e-06,PPBP,2.53560202006805e-06
AD_pathology_rand6,Mic,2.66457966861057,6.87343267990729,21.4930210523399,3.55118718329171e-06,0.00596209671142589,PKHD1L1,0.00596209671142589
AD_pathology_rand6,Mic,2.61238183156877,6.99813059288965,25.0573452774226,5.56503590094572e-07,0.00107620838029414,ACRBP,0.00107620838029414
AD_pathology_rand6,Mic,3.44274920279628,6.86201145856272,33.3175950189905,7.82712482981009e-09,4.03644827473306e-05,CLEC1B,4.03644827473306e-05
AD_pathology_rand6,Mic,2.77924376039328,7.04988905414653,30.0670051623199,4.17372429715011e-08,0.000129143377202419,PDE3A,0.000129143377202419
AD_pathology_rand6,Mic,3.05215840516899,6.77290670582056,25.2687207406659,4.9873136695377e-07,0.00107620838029414,TUBB1,0.00107620838029414
AD_pathology_rand7,Ex,-0.465259484702619,6.15981599656585,15.9251084052157,6.58986917235288e-05,0.0356471983623246,CPSF3L,0.0356471983623246
AD_pathology_rand7,Ex,-0.493982757681694,5.17587184922914,16.8595704154093,4.02498553457363e-05,0.0324513538747666,TMEM167B,0.0324513538747666
AD_pathology_rand7,Ex,-0.631124694472406,3.7359223956233,16.1976459821062,5.70649839442409e-05,0.0328602267222143,ACKR1,0.0328602267222143
AD_pathology_rand7,Ex,-0.426599113799625,7.60755465159228,18.0089925595528,2.19863907927891e-05,0.0301906970801599,PRRC2C,0.0301906970801599
AD_pathology_rand7,Ex,0.527167817733624,6.52212907579832,16.3616886256256,5.23324113173428e-05,0.0324513538747666,SPRED2,0.0324513538747666
AD_pathology_rand7,Ex,-0.457232373187239,7.40051312661764,15.8463388514008,6.86993223248138e-05,0.0360691647888309,PTPRN,0.0360691647888309
AD_pathology_rand7,Ex,-2.19317295517431,6.90586883802934,28.8262408391676,7.91711558817854e-08,0.000706642151822875,MTRNR2L12,0.000706642151822875
AD_pathology_rand7,Ex,-0.609888340311284,4.66859609459492,17.7047887638986,2.57976335056859e-05,0.0307009037139999,WFS1,0.0307009037139999
AD_pathology_rand7,Ex,-1.4411482564342,10.3679094191518,16.8093961778154,4.13281618226543e-05,0.0324513538747666,RASGEF1B,0.0324513538747666
AD_pathology_rand7,Ex,-1.67066478706955,8.69682426060491,26.1803161155921,3.10976322504027e-07,0.00185041277767313,DHFR,0.00185041277767313
AD_pathology_rand7,Ex,-0.801009190464929,5.90862466779363,14.7825420526112,0.000120647280615416,0.0441415923988698,ADAP1,0.0441415923988698
AD_pathology_rand7,Ex,-1.55082587120165,9.45937794201224,16.218547567039,5.64388287009471e-05,0.0328602267222143,SLC26A3,0.0328602267222143
AD_pathology_rand7,Ex,-2.01607546775196,1.70033965230397,15.1988502558115,9.67623164484561e-05,0.0441415923988698,MTRNR2L6,0.0441415923988698
AD_pathology_rand7,Ex,-1.14906745967257,6.76386275484072,20.9873781488722,4.62319134243614e-06,0.0165057177307655,ELK1,0.0165057177307655
AD_pathology_rand7,Ex,-1.93374304283326,1.51426105086257,16.4598799885947,4.96905405507112e-05,0.0324513538747666,MTRNR2L10,0.0324513538747666
AD_pathology_rand7,Ex,-0.89900812933499,8.89082632045869,19.5096105427282,1.00094820194834e-05,0.0264893014353752,PHYHIP,0.0264893014353752
AD_pathology_rand7,Ex,-0.355156725860646,9.17103874083599,14.8331340389459,0.00011745369845107,0.0441415923988698,DNM1,0.0441415923988698
AD_pathology_rand7,Ex,-0.612126867549505,6.41380078127002,14.4912047908008,0.000140815474061776,0.0457320126972339,RABL6,0.0457320126972339
AD_pathology_rand7,Ex,-0.85990108900475,5.54665912789588,16.4574681567146,4.97537968877755e-05,0.0324513538747666,DUSP8,0.0324513538747666
AD_pathology_rand7,Ex,-2.6999432819001,6.3843822834718,33.4983237762002,7.1325434446474e-09,0.000127323033030401,MTRNR2L8,0.000127323033030401
AD_pathology_rand7,Ex,-0.925978869500428,2.49387815052014,15.0253554385509,0.000106076368363983,0.0441415923988698,C11orf96,0.0441415923988698
AD_pathology_rand7,Ex,3.67015168174763,2.83534272655558,15.6911235657846,7.45733207302444e-05,0.0380345242387312,NPAS4,0.0380345242387312
AD_pathology_rand7,Ex,-0.932479813244358,5.58644405329552,14.5374103141476,0.000137403740670005,0.0457320126972339,LRFN4,0.0457320126972339
AD_pathology_rand7,Ex,0.26625302119077,6.10698805976319,14.2509901728731,0.000159976620387643,0.0497737028132956,MCU,0.0497737028132956
AD_pathology_rand7,Ex,0.292739891182814,4.79655148837683,16.3477348849744,5.27191340747426e-05,0.0324513538747666,CHUK,0.0324513538747666
AD_pathology_rand7,Ex,-0.61256372997845,7.41952011076636,15.9613666682661,6.46484167916953e-05,0.0356471983623246,PSD,0.0356471983623246
AD_pathology_rand7,Ex,-0.486076277403149,3.71959399176654,17.73739017864,2.53592835016567e-05,0.0307009037139999,PRKAB1,0.0307009037139999
AD_pathology_rand7,Ex,-0.442007438990984,8.29180518547415,18.6459252643658,1.57383273714012e-05,0.0264893014353752,JPH4,0.0264893014353752
AD_pathology_rand7,Ex,2.34811504570425,2.64381960806482,16.8774518720383,3.98724347787443e-05,0.0324513538747666,FOS,0.0324513538747666
AD_pathology_rand7,Ex,-0.685236828521395,3.135528299198,18.6707378351688,1.55348372564386e-05,0.0264893014353752,FGF7,0.0264893014353752
AD_pathology_rand7,Ex,-0.465974724278785,5.57291224106286,15.2748706995076,9.29448043662874e-05,0.0440700422276888,STOML1,0.0440700422276888
AD_pathology_rand7,Ex,-0.580417065414421,5.87137232774737,14.5494908553886,0.000136525540897488,0.0457320126972339,PIGQ,0.0457320126972339
AD_pathology_rand7,Ex,-0.775943574854908,5.59036425058395,18.6185978989174,1.59655411264794e-05,0.0264893014353752,MLST8,0.0264893014353752
AD_pathology_rand7,Ex,-0.677129047940953,6.33335609934509,15.5955963522739,7.84370507089741e-05,0.0388938831168305,MAPK3,0.0388938831168305
AD_pathology_rand7,Ex,-0.988065767292282,4.9775943168126,16.4746694939069,4.93044130869394e-05,0.0324513538747666,GPS2,0.0324513538747666
AD_pathology_rand7,Ex,-2.95394800895541,5.54384948527929,18.5763837391103,1.6323024804724e-05,0.0264893014353752,MTRNR2L1,0.0264893014353752
AD_pathology_rand7,Ex,-0.49218606056857,6.17094051163291,14.2305846139976,0.000161720618630393,0.0497737028132956,PDK2,0.0497737028132956
AD_pathology_rand7,Ex,-0.461297420989687,7.94410623302923,16.414184950417,5.09028733468391e-05,0.0324513538747666,BAIAP2,0.0324513538747666
AD_pathology_rand7,Ex,-1.01484885857484,7.299666878533,17.3036978932983,3.18566312526513e-05,0.0324513538747666,SMAD2,0.0324513538747666
AD_pathology_rand7,Ex,-0.824101484861415,6.64915002180117,16.3712425436071,5.20692744222807e-05,0.0324513538747666,SNPH,0.0324513538747666
AD_pathology_rand7,Ex,-0.587422494505697,6.65913215165823,15.0968470820725,0.000102133730429257,0.0441415923988698,PYGB,0.0441415923988698
AD_pathology_rand7,Ex,-0.637478141944028,4.85092856190381,16.4628934455446,4.96116187133866e-05,0.0324513538747666,NECAB3,0.0324513538747666
AD_pathology_rand7,Ex,-1.94340263488081,2.10472897874501,15.2573028224913,9.38133216431671e-05,0.0440700422276888,MTRNR2L3,0.0440700422276888
AD_pathology_rand7,Ex,-0.471804583936393,5.85607305052374,18.2435522297294,1.94382834712096e-05,0.0289160665203802,TPD52L2,0.0289160665203802
AD_pathology_rand7,Ex,-0.650025105009038,8.06412186908841,17.0585549317853,3.62447231413818e-05,0.0324513538747666,BSG,0.0324513538747666
AD_pathology_rand7,Ex,-0.986301624126258,2.37051588678591,14.7379774618381,0.000123532731139306,0.0441415923988698,AC006538.4,0.0441415923988698
AD_pathology_rand7,Ex,-0.601498550019258,5.11728318585115,14.7558637812732,0.000122366381081567,0.0441415923988698,FZR1,0.0441415923988698
AD_pathology_rand7,Ex,-0.593397679433685,5.31659950766295,14.8246452935187,0.000117983541395416,0.0441415923988698,PIAS4,0.0441415923988698
AD_pathology_rand7,Ex,-0.4368444723163,5.52538164534669,14.9693112478705,0.000109273940730729,0.0441415923988698,MAP2K7,0.0441415923988698
AD_pathology_rand7,Ex,-0.539097029052981,5.99602861462372,14.4533644239726,0.000143672983340491,0.0457983290287696,PLPPR2,0.0457983290287696
AD_pathology_rand7,Ex,-0.482786633333702,6.91177802609916,14.6334721336275,0.000130574682272889,0.045703699083399,CRLF1,0.045703699083399
AD_pathology_rand7,Ex,-0.492588403542628,7.78915773551061,14.8842493327865,0.000114313476756885,0.0441415923988698,ZNF91,0.0441415923988698
AD_pathology_rand7,Ex,-0.598573987201952,2.85631602522412,16.7608985876426,4.2398032349952e-05,0.0324513538747666,FUT1,0.0324513538747666
AD_pathology_rand7,Ex,-1.24192099235529,5.19959065881382,21.0117051313751,4.56485975131455e-06,0.0165057177307655,RASD2,0.0165057177307655
AD_pathology_rand7,Ex,-0.483106732304862,6.11566643133728,14.4900333667249,0.000140903069763479,0.0457320126972339,KCTD17,0.0457320126972339
AD_pathology_rand7,Ex,-0.484345700982668,6.29684186209938,18.89450409488,1.38150101625384e-05,0.0264893014353752,TEF,0.0264893014353752
AD_pathology_rand7,Ex,-0.738461672897843,7.09456863058311,14.7363564007539,0.000123638990529578,0.0441415923988698,MAPK8IP2,0.0441415923988698
AD_pathology_rand7,Ex,-0.532329165227666,6.05995263442559,14.7510602911194,0.000122678519009616,0.0441415923988698,PFKL,0.0441415923988698
AD_pathology_rand7,In,-1.97486980109147,7.52643749497556,27.860674883325,1.30372779204347e-07,0.00112733342177999,MTRNR2L12,0.00112733342177999
AD_pathology_rand7,In,-1.54177688380414,9.48385924181821,24.8801804619851,6.10064149219557e-07,0.00351681646553434,DHFR,0.00351681646553434
AD_pathology_rand7,In,-2.37191211208016,6.78161245437711,31.2160743104433,2.30846651193964e-08,0.000399226198574841,MTRNR2L8,0.000399226198574841
AD_pathology_rand7,Mic,2.20332679595442,7.1696228653984,24.4913709224267,7.46433861194007e-07,0.00144350978331656,ISG15,0.00144350978331656
AD_pathology_rand7,Mic,2.34551858294553,7.11049621693691,23.5434073855129,1.22127161260101e-06,0.00209936590206114,NEXN,0.00209936590206114
AD_pathology_rand7,Mic,2.10463652136928,7.03431505520532,17.8139259262332,2.4359384392948e-05,0.0269188597102356,LTBP1,0.0269188597102356
AD_pathology_rand7,Mic,2.52367981798871,6.69206744659302,16.2111749550685,5.66588996509017e-05,0.0461352545525842,SDPR,0.0461352545525842
AD_pathology_rand7,Mic,3.30603543649165,6.84948888144379,28.9025072858632,7.61143240415897e-08,0.000294391176811859,PF4,0.000294391176811859
AD_pathology_rand7,Mic,3.62285727507507,6.93429449740863,35.9744031344728,1.99926711286745e-09,1.54653307515862e-05,PPBP,1.54653307515862e-05
AD_pathology_rand7,Mic,2.8157952261893,6.74374098825936,20.4376256876681,6.16065952968956e-06,0.00866468759852974,EGF,0.00866468759852974
AD_pathology_rand7,Mic,2.53970912785619,6.78349367067731,16.9142552865183,3.91067905046938e-05,0.0378138222436324,ELOVL7,0.0378138222436324
AD_pathology_rand7,Mic,1.1896405003596,8.15728449481784,18.7407382266077,1.49748883067652e-05,0.0193063747494971,FAM65B,0.0193063747494971
AD_pathology_rand7,Mic,1.46186814553102,7.38542008250404,16.4253068057085,5.06050887637967e-05,0.0434950737924832,BTN3A2,0.0434950737924832
